iter	MultiClass
550	1.065866654
551	1.065829083
552	1.065752296
553	1.065664852
554	1.065521856
555	1.065484491
556	1.065476116
557	1.065440461
558	1.065332234
559	1.065252567
560	1.065201912
561	1.065099289
562	1.065025938
563	1.064971148
564	1.064958488
565	1.064880724
566	1.064814024
567	1.064749485
568	1.064682717
569	1.064597794
570	1.064586279
571	1.064470592
572	1.064426283
573	1.064367588
574	1.064293054
575	1.064233478
576	1.064122489
577	1.064059412
578	1.063989963
579	1.063880976
580	1.063814888
581	1.063761508
582	1.063728687
583	1.063709762
584	1.063648574
585	1.063590827
586	1.063588204
587	1.06354172
588	1.063440574
589	1.063368212
590	1.063319502
591	1.063266548
592	1.063226536
593	1.063171708
594	1.063105837
595	1.063085952
596	1.062980591
597	1.062879439
598	1.062820756
599	1.062794978
600	1.062699618
601	1.062627974
602	1.0624763
603	1.062397857
604	1.062291999
605	1.062226033
606	1.062145895
607	1.06209918
608	1.061946492
609	1.061860933
610	1.061858122
611	1.061739338
612	1.061612813
613	1.061594156
614	1.061511166
615	1.061428251
616	1.061379792
617	1.06125171
618	1.061239095
619	1.061176525
620	1.06115194
621	1.061118192
622	1.061075931
623	1.061017145
624	1.061005107
625	1.060979614
626	1.060959073
627	1.06087897
628	1.060775814
629	1.06075333
630	1.060721573
631	1.060633147
632	1.060547715
633	1.060522536
634	1.060457189
635	1.060324709
636	1.060260889
637	1.060210545
638	1.060184488
639	1.060088314
640	1.059954285
641	1.059927209
642	1.059892371
643	1.059816342
644	1.059775294
645	1.059752674
646	1.05972385
647	1.059691129
648	1.059599963
649	1.059532901
650	1.059435546
651	1.059353907
652	1.059258182
653	1.059224042
654	1.059192461
655	1.059166461
656	1.059107052
657	1.059071867
658	1.059038992
659	1.058878619
660	1.058804823
661	1.058770001
662	1.058740144
663	1.058670729
664	1.058652136
665	1.058643418
666	1.058615359
667	1.058518518
668	1.058422502
669	1.058398255
670	1.05835709
671	1.058272714
672	1.058185452
673	1.058107704
674	1.058079992
675	1.058036728
676	1.057969367
677	1.057850258
678	1.057762384
679	1.057737533
680	1.0576578
681	1.057620502
682	1.057565515
683	1.057533179
684	1.057442828
685	1.057412083
686	1.057354007
687	1.057289872
688	1.057259413
689	1.057218841
690	1.057133585
691	1.056989996
692	1.056969191
693	1.056918436
694	1.056866406
695	1.05681137
696	1.056751701
697	1.056683172
698	1.056658479
699	1.056599281
700	1.056553514
701	1.056504043
702	1.056447773
703	1.0563851
704	1.056301899
705	1.056245268
706	1.056229843
707	1.056187658
708	1.056153952
709	1.056120803
710	1.056062131
711	1.056026595
712	1.055998075
713	1.055984455
714	1.055915287
715	1.055880764
716	1.055846752
717	1.055756114
718	1.055679871
719	1.055642788
720	1.055618083
721	1.055597493
722	1.055561769
723	1.055481318
724	1.055434418
725	1.055388179
726	1.055292003
727	1.055254245
728	1.055213089
729	1.05511598
730	1.05505734
731	1.055013368
732	1.055011129
733	1.054986858
734	1.054951963
735	1.054946663
736	1.054923835
737	1.054849393
738	1.054835596
739	1.054791201
740	1.054742203
741	1.054666133
742	1.054629446
743	1.054613566
744	1.05453167
745	1.054461161
746	1.054396917
747	1.054369216
748	1.054320039
749	1.05427365
750	1.054244195
751	1.054225298
752	1.054176473
753	1.054163784
754	1.054103558
755	1.054012796
756	1.053995181
757	1.053948301
758	1.053894744
759	1.053791631
760	1.053751308
761	1.053667756
762	1.05360293
763	1.05356
764	1.053514306
765	1.05348839
766	1.053465994
767	1.053355226
768	1.053289521
769	1.053261169
770	1.053237125
771	1.053086832
772	1.05298292
773	1.052960589
774	1.052911995
775	1.052835159
776	1.052809338
777	1.052748853
778	1.052681635
779	1.052635443
780	1.052600719
781	1.052516602
782	1.052461788
783	1.052394937
784	1.052355332
785	1.052342175
786	1.052318596
787	1.052262753
788	1.052249174
789	1.052196909
790	1.052154039
791	1.052137222
792	1.05212031
793	1.052095137
794	1.052050328
795	1.051998147
796	1.051963426
797	1.051958957
798	1.051944085
799	1.05186359
800	1.051782401
801	1.051733428
802	1.051672327
803	1.051631951
804	1.051580782
805	1.051538627
806	1.051370918
807	1.05130154
808	1.051295011
809	1.051233307
810	1.05122969
811	1.051205177
812	1.051196493
813	1.051152532
814	1.051138017
815	1.051092936
816	1.050938325
817	1.050825439
818	1.050807579
819	1.050724876
820	1.050705041
821	1.050646092
822	1.050609796
823	1.050598871
824	1.050515957
825	1.050472665
826	1.050410069
827	1.050395839
828	1.050337592
829	1.050298553
830	1.050257863
831	1.050189557
832	1.050138448
833	1.050054455
834	1.049999607
835	1.049877098
836	1.049825892
837	1.049796717
838	1.049779842
839	1.049706782
840	1.049608903
841	1.0495463
842	1.049515114
843	1.049507751
844	1.049488431
845	1.049449973
846	1.049356517
847	1.049311729
848	1.049276889
849	1.049265142
850	1.049228054
851	1.049214659
852	1.049166143
853	1.049132166
854	1.049079139
855	1.049013985
856	1.048975712
857	1.048965936
858	1.048947211
859	1.048919161
860	1.048878862
861	1.048830488
862	1.048820522
863	1.04879368
864	1.048713241
865	1.048670279
866	1.048547807
867	1.048534041
868	1.048450189
869	1.048430064
870	1.048375247
871	1.048368797
872	1.048313788
873	1.048228649
874	1.048149933
875	1.048139713
876	1.048090208
877	1.048060895
878	1.04801306
879	1.047985342
880	1.047982274
881	1.047954698
882	1.047920962
883	1.04788041
884	1.047835958
885	1.047778724
886	1.047768228
887	1.047727287
888	1.047671757
889	1.047658673
890	1.047632891
891	1.047582121
892	1.047574009
893	1.047503387
894	1.047477272
895	1.047406625
896	1.047392123
897	1.047354782
898	1.04732347
899	1.047302615
900	1.047261977
901	1.047208114
902	1.04715041
903	1.047096322
904	1.047062903
905	1.047016805
906	1.046983937
907	1.046953689
908	1.046876269
909	1.046842239
910	1.04679196
911	1.046722686
912	1.046702289
913	1.046664093
914	1.046658204
915	1.046620155
916	1.046602324
917	1.046575439
918	1.046572046
919	1.046560811
920	1.046500472
921	1.046453099
922	1.04642235
923	1.046361423
924	1.046339221
925	1.046288249
926	1.046274766
927	1.046244164
928	1.046129381
929	1.046057235
930	1.046049281
931	1.045960862
932	1.045902288
933	1.045891501
934	1.045838342
935	1.045778258
936	1.045760655
937	1.045733447
938	1.045698869
939	1.045690157
940	1.045681988
941	1.045670995
942	1.045623991
943	1.045605746
944	1.045457703
945	1.045442506
946	1.045423106
947	1.045359254
948	1.045337732
949	1.045321329
950	1.045311864
951	1.045264153
952	1.0452196
953	1.045176653
954	1.04512814
955	1.045112401
956	1.045104954
957	1.045078399
958	1.045041632
959	1.044997814
960	1.044894149
961	1.044868928
962	1.044841192
963	1.044837269
964	1.044796809
965	1.044714465
966	1.044691094
967	1.044659493
968	1.044644917
969	1.044608567
970	1.044507424
971	1.044456922
972	1.044416291
973	1.04433766
974	1.044272335
975	1.044243263
976	1.044186897
977	1.044148328
978	1.044137713
979	1.044110125
980	1.044094377
981	1.04407803
982	1.044047564
983	1.043998291
984	1.04398929
985	1.043922443
986	1.043880898
987	1.043849065
988	1.043796727
989	1.043740869
990	1.043702807
991	1.043684
992	1.04365809
993	1.043626461
994	1.043613193
995	1.043548332
996	1.043535208
997	1.043519129
998	1.043502971
999	1.043453336
1000	1.043440707
1001	1.043399223
1002	1.043365833
1003	1.043332782
1004	1.043293155
1005	1.043237031
1006	1.043206358
1007	1.043169932
1008	1.043166954
1009	1.043110986
1010	1.043083431
1011	1.043062493
1012	1.043056453
1013	1.042985452
1014	1.042960774
1015	1.042937205
1016	1.042849749
1017	1.04275194
1018	1.042696513
1019	1.042656376
1020	1.042632442
1021	1.04259029
1022	1.042539515
1023	1.042505998
1024	1.04246181
1025	1.042422744
1026	1.042324176
1027	1.042247768
1028	1.042203234
1029	1.042148523
1030	1.042079392
1031	1.042046881
1032	1.041980896
1033	1.041960062
1034	1.041922102
1035	1.041860487
1036	1.041849274
1037	1.041789064
1038	1.04170861
1039	1.041637736
1040	1.04158884
1041	1.041517425
1042	1.041438495
1043	1.041391176
1044	1.041367627
1045	1.041297806
1046	1.041259084
1047	1.041241501
1048	1.041204704
1049	1.041201655
1050	1.041181423
1051	1.041125189
1052	1.041072441
1053	1.040961453
1054	1.040869742
1055	1.040782907
1056	1.040763552
1057	1.040756024
1058	1.040696331
1059	1.040662675
1060	1.040605372
1061	1.040579876
1062	1.040578103
1063	1.040518191
1064	1.040451047
1065	1.040399333
1066	1.040357425
1067	1.040302482
1068	1.040258553
1069	1.040224416
1070	1.04013636
1071	1.040074412
1072	1.040046909
1073	1.040000264
1074	1.039947337
1075	1.039901749
1076	1.039896052
1077	1.039868641
1078	1.039822588
1079	1.039810225
1080	1.039719022
1081	1.039679303
1082	1.039654047
1083	1.039613651
1084	1.039587898
1085	1.039541038
1086	1.0394782
1087	1.039446763
1088	1.039432549
1089	1.039394739
1090	1.039387915
1091	1.039316331
1092	1.039286102
1093	1.039280298
1094	1.039205579
1095	1.039157247
1096	1.039038007
1097	1.039026885
1098	1.038997341
1099	1.038963207
1100	1.0389269
1101	1.038869962
1102	1.03877381
1103	1.038733731
1104	1.038677574
1105	1.038651498
1106	1.038643561
1107	1.038596506
1108	1.038567261
1109	1.038500236
1110	1.038473885
1111	1.038470706
1112	1.038465134
1113	1.038417432
1114	1.038339409
1115	1.038243133
1116	1.038190895
1117	1.038158476
1118	1.038153162
1119	1.038140324
1120	1.038125454
1121	1.038081178
1122	1.038034017
1123	1.038008807
1124	1.037967917
1125	1.037919554
1126	1.037841861
1127	1.037734029
1128	1.037709771
1129	1.037670298
1130	1.037667003
1131	1.037659635
1132	1.037607211
1133	1.037585097
1134	1.037544222
1135	1.037478571
1136	1.037420418
1137	1.037379128
1138	1.037352422
1139	1.037330407
1140	1.037313488
1141	1.037289907
1142	1.037263412
1143	1.037195733
1144	1.037096978
1145	1.03701855
1146	1.036952709
1147	1.036899477
1148	1.036887366
1149	1.036821812
1150	1.036770266
1151	1.036737672
1152	1.036692805
1153	1.036643392
1154	1.036616736
1155	1.036610193
1156	1.036557178
1157	1.036551389
1158	1.036492802
1159	1.036475463
1160	1.036411225
1161	1.036357398
1162	1.036330153
1163	1.036306348
1164	1.036240381
1165	1.036173268
1166	1.036169793
1167	1.036136067
1168	1.036097685
1169	1.036068433
1170	1.036003672
1171	1.035923453
1172	1.035841965
1173	1.03580557
1174	1.035796381
1175	1.035756633
1176	1.035739445
1177	1.035644567
1178	1.035615788
1179	1.035586663
1180	1.035562365
1181	1.035492519
1182	1.035464993
1183	1.035415151
1184	1.03538487
1185	1.035349165
1186	1.035267808
1187	1.035253644
1188	1.035247684
1189	1.035157653
1190	1.03514192
1191	1.035104123
1192	1.035099246
1193	1.035012041
1194	1.034895138
1195	1.034873196
1196	1.034805088
1197	1.034789698
1198	1.034758509
1199	1.034696813
1200	1.034672529
1201	1.034646587
1202	1.034639548
1203	1.034573299
1204	1.034546408
1205	1.034507565
1206	1.03442129
1207	1.034341122
1208	1.034334744
1209	1.034285761
1210	1.034260754
1211	1.034196182
1212	1.03419512
1213	1.034162276
1214	1.034141201
1215	1.034104961
1216	1.03410201
1217	1.034004254
1218	1.033978867
1219	1.033929223
1220	1.033786389
1221	1.033762105
1222	1.033671397
1223	1.033624781
1224	1.033598116
1225	1.033542576
1226	1.033509583
1227	1.033500438
1228	1.033494867
1229	1.033472872
1230	1.033381066
1231	1.033372792
1232	1.033336305
1233	1.033290186
1234	1.033279591
1235	1.03326452
1236	1.033208767
1237	1.033120488
1238	1.033089484
1239	1.032999475
1240	1.032943194
1241	1.032882053
1242	1.032847533
1243	1.03280408
1244	1.03277058
1245	1.032729155
1246	1.03270234
1247	1.032633547
1248	1.032553936
1249	1.03253176
1250	1.03250455
1251	1.032429647
1252	1.032384316
1253	1.032314944
1254	1.032268268
1255	1.032229873
1256	1.032180383
1257	1.032125536
1258	1.032027207
1259	1.031973268
1260	1.03196479
1261	1.031912409
1262	1.031867747
1263	1.031804545
1264	1.031787064
1265	1.031684773
1266	1.031587336
1267	1.031562988
1268	1.031533069
1269	1.031469907
1270	1.031428454
1271	1.031416628
1272	1.031377543
1273	1.031359407
1274	1.031289264
1275	1.031257815
1276	1.031210169
1277	1.031199057
1278	1.031138927
1279	1.031066327
1280	1.031012332
1281	1.030966355
1282	1.030917967
1283	1.030895731
1284	1.030875964
1285	1.030815936
1286	1.030772566
1287	1.030737517
1288	1.030681811
1289	1.030576876
1290	1.030523379
1291	1.030455377
1292	1.030373535
1293	1.030329702
1294	1.030261032
1295	1.03021948
1296	1.030158694
1297	1.030136322
1298	1.030025416
1299	1.029945071
1300	1.029913994
1301	1.029893265
1302	1.029879798
1303	1.029845979
1304	1.029843289
1305	1.029810189
1306	1.029803257
1307	1.029751503
1308	1.029693625
1309	1.029641996
1310	1.029631337
1311	1.029587658
1312	1.029574
1313	1.029564741
1314	1.029523099
1315	1.029495295
1316	1.029442144
1317	1.029435247
1318	1.029422072
1319	1.029368789
1320	1.029355086
1321	1.029290459
1322	1.029231078
1323	1.0291854
1324	1.029144655
1325	1.029126062
1326	1.029098342
1327	1.029069035
1328	1.029034951
1329	1.029015793
1330	1.028946778
1331	1.028923528
1332	1.028890007
1333	1.028868652
1334	1.028835916
1335	1.028798129
1336	1.028781692
1337	1.028768266
1338	1.028753711
1339	1.028727907
1340	1.028678559
1341	1.028666767
1342	1.02861407
1343	1.028592431
1344	1.028574959
1345	1.028557667
1346	1.028471936
1347	1.02840506
1348	1.02833156
1349	1.028309127
1350	1.02817585
1351	1.028113102
1352	1.028053911
1353	1.02802314
1354	1.027978386
1355	1.027954629
1356	1.027923248
1357	1.02789819
1358	1.02788087
1359	1.027876641
1360	1.027817387
1361	1.027789371
1362	1.02771234
1363	1.027682525
1364	1.027677062
1365	1.027653969
1366	1.027629937
1367	1.027525972
1368	1.027462177
1369	1.027422468
1370	1.027405362
1371	1.027349812
1372	1.027323506
1373	1.027200377
1374	1.02717322
1375	1.027133624
1376	1.027035119
1377	1.026983344
1378	1.026929413
1379	1.026890886
1380	1.026845849
1381	1.026816709
1382	1.026785098
1383	1.026769935
1384	1.026747389
1385	1.026744915
1386	1.026732322
1387	1.026723995
1388	1.026692573
1389	1.026682788
1390	1.02667045
1391	1.02665664
1392	1.026648307
1393	1.026635426
1394	1.026589596
1395	1.026541036
1396	1.026529138
1397	1.026500777
1398	1.026406999
1399	1.02631121
1400	1.02628367
1401	1.026226005
1402	1.02620352
1403	1.026198813
1404	1.026167915
1405	1.026144735
1406	1.026114869
1407	1.026083452
1408	1.025973779
1409	1.025920295
1410	1.025871702
1411	1.025802902
1412	1.025782863
1413	1.025745971
1414	1.025685226
1415	1.025663165
1416	1.025619612
1417	1.025598466
1418	1.025561317
1419	1.025551386
1420	1.025507959
1421	1.025496683
1422	1.025457749
1423	1.025438661
1424	1.025380035
1425	1.025293164
1426	1.025226404
1427	1.025170138
1428	1.025133696
1429	1.02506575
1430	1.025055013
1431	1.025037759
1432	1.024970493
1433	1.024951806
1434	1.024925345
1435	1.024914693
1436	1.024875582
1437	1.024854841
1438	1.0248156
1439	1.02479572
1440	1.024751308
1441	1.024688517
1442	1.024614405
1443	1.024587618
1444	1.024522564
1445	1.024502166
1446	1.024476573
1447	1.024424301
1448	1.024394604
1449	1.024379014
1450	1.024338241
1451	1.024270795
1452	1.024255467
1453	1.024238388
1454	1.024173139
1455	1.024113373
1456	1.024062938
1457	1.024030755
1458	1.023979735
1459	1.023923456
1460	1.023856232
1461	1.023817345
1462	1.023783447
1463	1.023743443
1464	1.023733682
1465	1.023698534
1466	1.023576709
1467	1.023497263
1468	1.023420103
1469	1.023355501
1470	1.023349821
1471	1.023318746
1472	1.023282444
1473	1.023244716
1474	1.023135708
1475	1.023102994
1476	1.023061221
1477	1.023008968
1478	1.022946714
1479	1.022861467
1480	1.022853409
1481	1.022850734
1482	1.02280059
1483	1.022787026
1484	1.022768231
1485	1.022701328
1486	1.0226258
1487	1.022581734
1488	1.022551469
1489	1.022528817
1490	1.022498352
1491	1.02248177
1492	1.022467171
1493	1.022428835
1494	1.022326214
1495	1.022277546
1496	1.022210747
1497	1.022128424
1498	1.022110244
1499	1.022100298
1500	1.022051063
1501	1.021976422
1502	1.021962565
1503	1.021898867
1504	1.021874477
1505	1.02186779
1506	1.021816145
1507	1.021807639
1508	1.02171558
1509	1.021654713
1510	1.02162689
1511	1.021604737
1512	1.021576895
1513	1.021563173
1514	1.021536664
1515	1.021511107
1516	1.021498347
1517	1.021454345
1518	1.021431522
1519	1.021424053
1520	1.021396628
1521	1.021350385
1522	1.021304771
1523	1.021260328
1524	1.021196949
1525	1.021182252
1526	1.021140435
1527	1.021116288
1528	1.021079165
1529	1.021041036
1530	1.021008378
1531	1.020988229
1532	1.020980268
1533	1.020946334
1534	1.02093093
1535	1.020913446
1536	1.020892592
1537	1.020836144
1538	1.020765549
1539	1.020754203
1540	1.020717301
1541	1.020665125
1542	1.020597844
1543	1.020592098
1544	1.020565316
1545	1.020470222
1546	1.020429134
1547	1.020371918
1548	1.020298124
1549	1.020245179
1550	1.020176851
1551	1.020160541
1552	1.020117448
1553	1.020094942
1554	1.020052528
1555	1.020039421
1556	1.020032178
1557	1.019993838
1558	1.019988736
1559	1.019973513
1560	1.019929228
1561	1.019913599
1562	1.019846395
1563	1.019794926
1564	1.019759178
1565	1.019753718
1566	1.019716883
1567	1.019680819
1568	1.019677071
1569	1.01965137
1570	1.019582137
1571	1.019551742
1572	1.019520029
1573	1.019503024
1574	1.019476485
1575	1.019469671
1576	1.019444004
1577	1.01942534
1578	1.019410772
1579	1.019387074
1580	1.019380047
1581	1.019312748
1582	1.019206243
1583	1.019181977
1584	1.019126403
1585	1.019052034
1586	1.019028765
1587	1.018977196
1588	1.018879636
1589	1.018830089
1590	1.018816405
1591	1.018716761
1592	1.018644551
1593	1.018602651
1594	1.018534894
1595	1.01845359
1596	1.018416299
1597	1.018384778
1598	1.018323195
1599	1.018302335
1600	1.018299863
1601	1.018296377
1602	1.018246074
1603	1.018220877
1604	1.018165205
1605	1.018148148
1606	1.018087638
1607	1.018064776
1608	1.018053499
1609	1.018031622
1610	1.017901153
1611	1.017838154
1612	1.017788219
1613	1.017761799
1614	1.017721648
1615	1.017690778
1616	1.017652261
1617	1.017624241
1618	1.017572947
1619	1.017549121
1620	1.017541804
1621	1.01752659
1622	1.017519266
1623	1.017472373
1624	1.017446879
1625	1.017414681
1626	1.017388834
1627	1.017365492
1628	1.017300428
1629	1.017274809
1630	1.017265427
1631	1.017213631
1632	1.017185091
1633	1.017155981
1634	1.017126106
1635	1.017078532
1636	1.017045579
1637	1.017003266
1638	1.01699586
1639	1.016933167
1640	1.016921578
1641	1.016846619
1642	1.016846305
1643	1.016818052
1644	1.016802633
1645	1.016777241
1646	1.016730235
1647	1.01668856
1648	1.016650269
1649	1.016610376
1650	1.01658729
1651	1.016534134
1652	1.016498234
1653	1.016460861
1654	1.016438387
1655	1.016400351
1656	1.016372565
1657	1.016316755
1658	1.016299057
1659	1.01628151
1660	1.01625949
1661	1.016247579
1662	1.016227787
1663	1.01620256
