iter	Passed	Remaining
1663	70908	14317
1664	70953	14275
1665	70997	14233
1666	71041	14191
1667	71086	14149
1668	71128	14106
1669	71170	14063
1670	71213	14021
1671	71256	13978
1672	71299	13936
1673	71347	13894
1674	71389	13851
1675	71434	13809
1676	71475	13766
1677	71520	13724
1678	71536	13676
1679	71578	13634
1680	71622	13591
1681	71664	13549
1682	71707	13506
1683	71748	13463
1684	71791	13420
1685	71834	13378
1686	71880	13336
1687	71923	13293
1688	71966	13251
1689	72009	13208
1690	72051	13166
1691	72097	13124
1692	72140	13081
1693	72183	13039
1694	72225	12996
1695	72268	12953
1696	72310	12911
1697	72352	12868
1698	72400	12826
1699	72442	12784
1700	72486	12741
1701	72528	12698
1702	72570	12656
1703	72613	12613
1704	72655	12570
1705	72710	12530
1706	72759	12488
1707	72801	12446
1708	72845	12403
1709	72887	12361
1710	72933	12318
1711	72976	12276
1712	73019	12233
1713	73062	12191
1714	73105	12148
1715	73148	12106
1716	73193	12063
1717	73238	12021
1718	73281	11979
1719	73321	11936
1720	73363	11893
1721	73407	11850
1722	73455	11809
1723	73497	11766
1724	73540	11723
1725	73583	11681
1726	73624	11638
1727	73666	11595
1728	73711	11553
1729	73755	11510
1730	73797	11468
1731	73839	11425
1732	73882	11382
1733	73924	11340
1734	73973	11298
1735	74018	11256
1736	74062	11213
1737	74105	11171
1738	74148	11128
1739	74192	11086
1740	74234	11043
1741	74263	10998
1742	74304	10955
1743	74346	10913
1744	74390	10870
1745	74432	10828
1746	74475	10785
1747	74521	10743
1748	74564	10700
1749	74610	10658
1750	74653	10616
1751	74695	10573
1752	74737	10530
1753	74779	10487
1754	74821	10445
1755	74863	10402
1756	74905	10359
1757	74948	10317
1758	74990	10274
1759	75038	10232
1760	75081	10189
1761	75125	10147
1762	75168	10104
1763	75211	10062
1764	75254	10019
1765	75296	9977
1766	75339	9934
1767	75381	9891
1768	75424	9849
1769	75468	9806
1770	75510	9763
1771	75558	9721
1772	75603	9679
1773	75649	9637
1774	75693	9594
1775	75736	9552
1776	75778	9509
1777	75819	9466
1778	75864	9424
1779	75906	9381
1780	75949	9339
1781	75991	9296
1782	76034	9253
1783	76082	9211
1784	76126	9169
1785	76167	9126
1786	76209	9083
1787	76251	9041
1788	76294	8998
1789	76336	8955
1790	76380	8913
1791	76423	8870
1792	76465	8827
1793	76507	8785
1794	76549	8742
1795	76592	8699
1796	76638	8657
1797	76681	8614
1798	76724	8572
1799	76767	8529
1800	76809	8487
1801	76852	8444
1802	76894	8401
1803	76935	8358
1804	76978	8316
1805	77025	8274
1806	77077	8232
1807	77122	8189
1808	77168	8147
1809	77210	8104
1810	77253	8062
1811	77294	8019
1812	77335	7976
1813	77379	7934
1814	77421	7891
1815	77463	7848
1816	77504	7805
1817	77546	7763
1818	77591	7720
1819	77633	7678
1820	77682	7635
1821	77723	7593
1822	77766	7550
1823	77809	7507
1824	77850	7465
1825	77894	7422
1826	77936	7379
1827	77978	7337
1828	78021	7294
1829	78037	7249
1830	78082	7206
1831	78125	7164
1832	78169	7121
1833	78214	7079
1834	78257	7036
1835	78299	6994
1836	78344	6951
1837	78389	6909
1838	78430	6866
1839	78473	6823
1840	78514	6781
1841	78559	6738
1842	78602	6695
1843	78644	6653
1844	78687	6610
1845	78735	6568
1846	78777	6525
1847	78820	6483
1848	78863	6440
1849	78905	6397
1850	78947	6355
1851	78992	6312
1852	79036	6270
1853	79083	6227
1854	79126	6185
1855	79168	6142
1856	79212	6099
1857	79262	6057
1858	79306	6015
1859	79347	5972
1860	79389	5929
1861	79432	5887
1862	79474	5844
1863	79517	5801
1864	79560	5759
1865	79603	5716
1866	79648	5673
1867	79691	5631
1868	79733	5588
1869	79780	5546
1870	79824	5503
1871	79866	5460
1872	79910	5418
1873	79953	5375
1874	79994	5332
1875	80040	5290
1876	80083	5247
1877	80126	5205
1878	80170	5162
1879	80191	5118
1880	80232	5075
1881	80274	5033
1882	80319	4990
1883	80365	4948
1884	80407	4905
1885	80449	4862
1886	80491	4820
1887	80533	4777
1888	80577	4734
1889	80620	4692
1890	80665	4649
1891	80708	4607
1892	80749	4564
1893	80793	4521
1894	80842	4479
1895	80884	4436
1896	80927	4394
1897	80969	4351
1898	81011	4308
1899	81039	4265
1900	81082	4222
1901	81124	4179
1902	81167	4137
1903	81210	4094
1904	81252	4051
1905	81300	4009
1906	81353	3967
1907	81398	3924
1908	81443	3882
1909	81487	3839
1910	81531	3797
1911	81576	3754
1912	81617	3711
1913	81660	3669
1914	81703	3626
1915	81746	3583
1916	81787	3541
1917	81830	3498
1918	81871	3455
1919	81916	3413
1920	81959	3370
1921	82001	3327
1922	82045	3285
1923	82089	3242
1924	82130	3199
1925	82172	3157
1926	82216	3114
1927	82260	3071
1928	82302	3029
1929	82345	2986
1930	82390	2944
1931	82438	2901
1932	82484	2859
1933	82526	2816
1934	82570	2773
1935	82613	2731
1936	82657	2688
1937	82700	2645
1938	82744	2603
1939	82789	2560
1940	82832	2517
1941	82875	2475
1942	82918	2432
1943	82965	2389
1944	83010	2347
1945	83056	2304
1946	83099	2262
1947	83143	2219
1948	83186	2176
1949	83228	2134
1950	83270	2091
1951	83313	2048
1952	83355	2006
1953	83398	1963
1954	83439	1920
1955	83485	1877
1956	83528	1835
1957	83572	1792
1958	83615	1749
1959	83661	1707
1960	83706	1664
1961	83750	1622
1962	83795	1579
1963	83838	1536
1964	83881	1494
1965	83925	1451
1966	83970	1408
1967	84017	1366
1968	84061	1323
1969	84103	1280
1970	84146	1238
1971	84189	1195
1972	84233	1152
1973	84277	1110
1974	84322	1067
1975	84363	1024
1976	84406	981
1977	84450	939
1978	84494	896
1979	84541	853
1980	84585	811
1981	84630	768
1982	84672	725
1983	84715	683
1984	84757	640
1985	84800	597
1986	84843	555
1987	84885	512
1988	84927	469
1989	84969	426
1990	85012	384
1991	85059	341
1992	85104	298
1993	85147	256
1994	85190	213
1995	85232	170
1996	85274	128
1997	85319	85
1998	85361	42
1999	85405	0
